1	3	10	3	4.7724
2	1	17.772	3	7.3239
3	2	28.096	3	6.0335
4	4	37.13	3	5.1969
5	1	45.327	3	4.041
6	4	52.368	3	6.3127
7	3	61.68	3	2.6916
8	2	67.372	3	4.9205
9	3	75.292	3	4.4489
10	1	82.741	3	2.1338
11	3	87.875	3	2.0394
12	2	92.914	3	2.8681
13	2	98.782	3	2.5638
14	4	104.35	3	2.5851
15	4	109.93	3	3.5265
16	3	116.46	3	4.4255
17	1	123.88	3	3.1035
18	1	129.99	3	4.7724
19	3	137.76	3	2.0146
20	3	142.77	3	5.7425
21	1	151.52	3	2.3007
22	1	156.82	3	4.2167
23	2	164.03	3	4.7956
24	1	171.83	3	2.5377
25	2	177.37	3	6.4347
26	4	186.8	3	2.0074
27	4	191.81	3	5.5484
28	3	200.36	3	2.158
29	1	205.52	3	2.3525
30	1	210.87	3	3.7116
31	3	217.58	3	3.7444
32	3	224.32	3	2.9496
33	2	230.27	3	3.7208
34	3	236.99	3	6.3235
35	1	246.32	3	7.8465
36	4	257.16	3	4.673
37	2	264.84	3	3.3348
38	2	271.17	3	4.8817
39	4	279.05	3	3.5469
40	1	285.6	3	3.3114
41	1	291.91	3	3.3805
42	4	298.29	3	2.0074
43	3	303.3	3	4.4114
44	3	310.71	3	2.2113
45	4	315.92	3	6.8436
46	2	325.77	3	4.8228
47	4	333.59	3	3.0244
48	1	339.61	3	5.0357
49	3	347.65	3	4.8228
50	3	355.47	3	2.9689
51	3	361.44	3	2.7816
52	1	367.22	3	4.1779
53	4	374.4	3	3.3054
54	2	380.71	3	2.8577
55	2	386.56	3	4.8545
56	1	394.42	3	2.4625
57	2	399.88	3	6.0945
58	4	408.98	3	2.5768
59	4	414.55	3	3.3486
60	4	420.9	3	5.0806
61	2	428.98	3	5.3798
62	4	437.36	3	2.7122
63	4	443.07	3	5.0355
64	3	451.11	3	3.3805
65	3	457.49	3	4.2397
66	1	464.73	3	2.3007
67	2	470.03	3	2.8337
68	1	475.86	3	3.3676
69	4	482.23	3	3.7068
70	2	488.94	3	2.3634
71	2	494.3	3	2.3634
72	2	499.66	3	4.2801
73	4	506.94	3	2.5952
74	4	512.54	3	2.5825
75	1	518.12	3	7.8095
76	3	528.93	3	3.8188
77	1	535.75	3	4.4255
78	3	543.18	3	4.5087
79	2	550.68	3	4.5041
80	2	558.19	3	16
